Horizoltal	Vertical	H_Elipse	V_Elipse
0	0.2386744	0	0
0	0.2510308	0	0
0	0.2643574	0	0
0	0.2787123	0	0
0	0.2940666	0	0
0	0.2940666	0	0
0	0.3113692	0	0
0	0.3296658	0	0
0	0.3489565	0	0
0	0.3689565	0	0
0	0.3889565	0	0
0	0.4089565	0	0
0	0.4089565	0	0
0	0.4289565	0	0
0	0.4489565	0	0
0	0.4680073	0	0
0	0.4859134	0	0
0	0.5028016	0	0
0	0.5186022	0	0
0	0.5186022	0	0
0	0.5323949	0	0
0	0.5452133	0	0
0	0.5570322	0	0
0	0.5678626	0	0
0	0.5678626	0	0
0	0.5766915	0	0
0	0.5844923	0	0
0	0.5913206	0	0
0	0.5970653	0	0
0	0.6018159	0	0
0	0.6075604	0	0
0	0.6075604	0	0
0	0.6153261	0	0
0	0.6240527	0	0
0	0.6337989	0	0
0	0.6445143	0	0
0	0.6562306	0	0
0	0.6562306	0	0
0	0.6700478	0	0
0	0.6848549	0	0
0	0.7006556	0	0
0	0.7174811	0	0
0	0.7352697	0	0
0	0.7352697	0	0
0	0.7447766	0	0
0	0.745	0	0
0	0.745	0	0
0	0.745	0	0
0	0.7440359	0	0
0	0.7440359	0	0
0	0.7420481	0	0
0	0.7410542	0	0
0	0.74006	0	0
0	0.7390624	0	0
0	0.738072	0	0
0	0.7369304	0	0
0	0.7369304	0	0
0	0.7349423	0	0
0	0.7339482	0	0
0	0.7329543	0	0
0	0.7319603	0	0
0	0.7309663	0	0
0	0.7309663	0	0
0	0.7289783	0	0
0	0.7279842	0	0
0	0.726872	0	0
0	0.725	0	0
0	0.723987	0	0
0	0.723987	0	0
0	0.721005	0	0
0	0.7170051	0	0
0	0.7120143	0	0
0	0.7060503	0	0
0	0.699082	0	0
0	0.699082	0	0
0	0.6900328	0	0
0	0.6799681	0	0
0	0.6689292	0	0
0	0.6568896	0	0
0	0.6438643	0	0
0	0.6438643	0	0
0	0.6288311	0	0
0	0.6128238	0	0
0	0.5957622	0	0
0	0.5776585	0	0
0	0.5585796	0	0
0	0.5585796	0	0
0	0.5385796	0	0
0	0.5185796	0	0
0	0.4985797	0	0
0	0.4785797	0	0
0	0.4585797	0	0
0	0.4585797	0	0
0	0.4385797	0	0
0	0.4185797	0	0
0	0.3985797	0	0
0	0.3785797	0	0
0	0.3585797	0	0
0	0.3585797	0	0
0	0.3385797	0	0
0	0.3185797	0	0
0	0.2985797	0	0
0	0.2785797	0	0
0	0.2585797	0	0
0	0.2385797	0	0
0	0.2385797	0	0
0	0.2185797	0	0
0	0.1985797	0	0
0	0.1785797	0	0
0	0.1585797	0	0
0	0.1385797	0	0
0	0.1385797	0	0
0	0.1185796	0	0
0	0.09857965	0	0
0	0.07857965	0	0
0	0.05857965	0	0
0	0.05857965	0	0
0	0.03857965	0	0
0	0.01857966	0	0
0	-0.001420343	0	0
0	-0.02142034	0	0
0	-0.04142034	0	0
0	-0.06142034	0	0
0	-0.08142034	0	0
0	-0.1014203	0	0
0	-0.1014203	0	0
0	-0.1214203	0	0
0	-0.1414203	0	0
0	-0.1614203	0	0
0	-0.1814204	0	0
0	-0.2014204	0	0
0	-0.2214204	0	0
0	-0.2214204	0	0
0	-0.2414204	0	0
0	-0.2614204	0	0
0	-0.2814204	0	0
0	-0.3014204	0	0
0	-0.3014204	0	0
0	-0.3214204	0	0
0	-0.3414204	0	0
0	-0.3614204	0	0
0	-0.3814204	0	0
0	-0.4014204	0	0
0	-0.4214204	0	0
0	-0.4414204	0	0
0	-0.4614204	0	0
0	-0.4614204	0	0
0	-0.4814203	0	0
0	-0.5014203	0	0
