Horizoltal	Vertical	H_Elipse	V_Elipse
-0.0209443	-0.1638672	-0.2377639	-1.13522
-0.0209443	-0.1638672	-0.2377639	-1.13522
-0.0209443	-0.1638672	-0.2377639	-1.13522
-0.02097061	-0.1639272	-0.2380705	-1.135774
-0.02097061	-0.1639272	-0.2380751	-1.135279
-0.0241795	-0.1804598	-0.2747933	-1.278852
-0.0241795	-0.1804598	-0.2764032	-1.14313
-0.03028022	-0.2244817	-0.3452657	-1.498186
-0.03028022	-0.2244817	-0.3515329	-1.160933
-0.03700941	-0.2430672	-0.4332935	-1.304883
-0.03700941	-0.2430672	-0.4384743	-1.184764
-0.04452319	-0.2599019	-0.533816	-1.31663
-0.04452319	-0.2599019	-0.5415195	-1.216264
-0.05045713	-0.2657278	-0.6240131	-1.276759
-0.05045713	-0.2657278	-0.6279592	-1.24454
-0.05150703	-0.2666095	-0.6431082	-1.254603
-0.05150703	-0.2666095	-0.6437546	-1.249839
-0.05754167	-0.2714031	-0.7330117	-1.307193
-0.05754167	-0.2714031	-0.7376426	-1.281928
-0.05751544	-0.2714663	-0.7371605	-1.28211
-0.05751544	-0.2714663	-0.7372229	-1.281782
-0.05769904	-0.2791658	-0.7329162	-1.322897
-0.05769904	-0.2791658	-0.7401639	-1.282801
-0.05680723	-0.3047073	-0.7058703	-1.409976
-0.05680723	-0.3047073	-0.7259268	-1.277877
-0.06286442	-0.3348209	-0.7962335	-1.455077
-0.06286442	-0.3348209	-0.8250489	-1.312426
-0.06357212	-0.3353225	-0.8364539	-1.318792
-0.06357212	-0.3353225	-0.8370079	-1.316628
-0.06367695	-0.3352789	-0.8388349	-1.317065
-0.06367695	-0.3352789	-0.8388349	-1.317065
-0.06370316	-0.3353007	-0.8392557	-1.317315
-0.06370316	-0.3353007	-0.8392557	-1.317315
-0.06370316	-0.3353443	-0.8392071	-1.317503
-0.06370316	-0.3353443	-0.8392314	-1.317409
-0.06367695	-0.3353661	-0.8387622	-1.317347
-0.06367695	-0.3353661	-0.8387864	-1.317253
-0.06367695	-0.3353661	-0.8387864	-1.317253
-0.06367695	-0.3353661	-0.8387864	-1.317253
-0.06755494	-0.3303129	-0.9126375	-1.319595
-0.06755494	-0.3303129	-0.9126375	-1.319595
-0.07912394	-0.3196021	-1.155555	-1.354676
-0.07912394	-0.3196021	-1.155555	-1.354676
-0.09020193	-0.3079683	-1.395654	-1.352515
-0.09020193	-0.3079683	-1.395654	-1.352515
-0.1004502	-0.297114	-1.443785	-1.184744
-0.1004502	-0.297114	-1.439921	-1.186892
-0.1009191	-0.2967725	-1.442831	-1.1815
-0.1009191	-0.2967725	-1.438813	-1.183722
-0.1008931	-0.2968793	-1.438936	-1.184836
-0.1008931	-0.2968793	-1.438936	-1.184836
-0.09987709	-0.2980962	-1.43426	-1.201156
-0.09987709	-0.2980962	-1.43426	-1.201156
-0.09951232	-0.2986942	-1.433135	-1.208628
-0.09951232	-0.2986942	-1.433135	-1.208628
-0.09932993	-0.2988865	-1.432227	-1.211376
-0.09932993	-0.2988865	-1.432227	-1.211376
-0.09932993	-0.2988865	-1.432227	-1.211376
-0.09932993	-0.2988865	-1.432227	-1.211376
-0.09932993	-0.2988865	-1.432227	-1.211376
-0.09932993	-0.2988865	-1.432227	-1.211376
-0.09938204	-0.2988438	-1.432526	-1.210705
-0.09938204	-0.2988438	-1.432526	-1.210705
-0.09940809	-0.2988224	-1.432676	-1.210371
-0.09940809	-0.2988224	-1.432676	-1.210371
-0.09946021	-0.2987797	-1.432976	-1.2097
-0.09946021	-0.2987797	-1.432976	-1.2097
-0.09953837	-0.2987156	-1.433426	-1.208698
-0.09953837	-0.2987156	-1.433426	-1.208698
-0.09956443	-0.2986515	-1.433435	-1.20796
-0.09956443	-0.2986515	-1.433435	-1.20796
-0.09969471	-0.2985447	-1.434186	-1.206294
-0.09969471	-0.2985447	-1.434186	-1.206294
-0.09998131	-0.2983097	-1.435843	-1.202646
-0.09998131	-0.2983097	-1.435843	-1.202646
-0.1001637	-0.2981175	-1.436761	-1.199935
-0.1001637	-0.2981175	-1.436761	-1.199935
-0.1002418	-0.2980107	-1.437075	-1.198547
-0.1002418	-0.2980107	-1.437075	-1.198547
-0.1005023	-0.2977118	-1.438314	-1.194474
-0.1005023	-0.2977118	-1.438314	-1.194474
-0.11351	-0.2869821	-1.519925	-1.05044
-0.11351	-0.2869821	-1.407593	-1.094729
-0.1271524	-0.2758501	-1.490651	-0.9603696
-0.1271524	-0.2758501	-1.373442	-0.997934
-0.1412117	-0.264406	-1.456023	-0.8732877
-0.1412117	-0.264406	-1.339939	-0.9031469
-0.1519512	-0.2556796	-1.400129	-0.8150145
-0.1519512	-0.2556796	-1.315563	-0.8339794
-0.1570127	-0.2515707	-1.342683	-0.7939286
-0.1570127	-0.2515707	-1.304454	-0.8023143
-0.1570127	-0.2515707	-1.304454	-0.8023143
-0.1570127	-0.2515707	-1.304454	-0.8023143
-0.1569613	-0.251654	-1.304299	-0.803039
-0.1569613	-0.251654	-1.304299	-0.803039
-0.1569356	-0.2516748	-1.304165	-0.8032421
-0.1569356	-0.2516748	-1.304165	-0.8032421
-0.1568843	-0.2517165	-1.303899	-0.8036493
-0.1568843	-0.2517165	-1.303899	-0.8036493
-0.1568843	-0.2517582	-1.304011	-0.8039676
-0.1568843	-0.2517582	-1.304011	-0.8039676
-0.1568586	-0.2518207	-1.303989	-0.8044907
-0.1568586	-0.2518207	-1.303989	-0.8044907
-0.1568329	-0.2518415	-1.303856	-0.8046944
-0.1568329	-0.2518415	-1.303856	-0.8046944
-0.1568329	-0.2518415	-1.303856	-0.8046944
-0.1568329	-0.2518415	-1.303856	-0.8046944
-0.1568329	-0.2518415	-1.303856	-0.8046944
-0.1568329	-0.2518415	-1.303856	-0.8046944
-0.1568329	-0.2518415	-1.303856	-0.8046944
-0.1568329	-0.2518415	-1.303856	-0.8046944
-0.1568329	-0.2518415	-1.303856	-0.8046944
-0.1568329	-0.2518415	-1.303856	-0.8046944
-0.1568329	-0.2518415	-1.303856	-0.8046944
-0.1568329	-0.2518415	-1.303856	-0.8046944
-0.1568329	-0.2518415	-1.303856	-0.8046944
-0.1568329	-0.2518415	-1.303856	-0.8046944
-0.1568329	-0.2518415	-1.303856	-0.8046944
-0.1568329	-0.2518415	-1.303856	-0.8046944
-0.1568329	-0.2518415	-1.303856	-0.8046944
-0.1568329	-0.2518415	-1.303856	-0.8046944
-0.1568329	-0.2518415	-1.303856	-0.8046944
-0.1568329	-0.2518415	-1.303856	-0.8046944
-0.1568329	-0.2518415	-1.303856	-0.8046944
-0.1568329	-0.2518415	-1.303856	-0.8046944
-0.1568073	-0.2518624	-1.303723	-0.8048981
-0.1568073	-0.2518624	-1.303723	-0.8048981
-0.1568073	-0.2518624	-1.303723	-0.8048981
-0.1568073	-0.2518624	-1.303723	-0.8048981
-0.1568073	-0.2518624	-1.303723	-0.8048981
-0.1568073	-0.2518624	-1.303723	-0.8048981
-0.1567816	-0.2518832	-1.30359	-0.8051024
-0.1567816	-0.2518832	-1.30359	-0.8051024
-0.1567559	-0.2519041	-1.303457	-0.8053061
-0.1567559	-0.2519041	-1.303457	-0.8053061
-0.1567559	-0.2519041	-1.303457	-0.8053061
-0.1567559	-0.2519041	-1.303457	-0.8053061
-0.1567559	-0.2519041	-1.303457	-0.8053061
-0.1567559	-0.2519041	-1.303457	-0.8053061
-0.1567559	-0.2519041	-1.303457	-0.8053061
-0.1567559	-0.2519041	-1.303457	-0.8053061
-0.1567559	-0.2519041	-1.303457	-0.8053061
-0.1567559	-0.2519041	-1.303457	-0.8053061
-0.1567559	-0.2519041	-1.303457	-0.8053061
-0.1567559	-0.2519041	-1.303457	-0.8053061
-0.1567559	-0.2519041	-1.303457	-0.8053061
-0.1567559	-0.2519041	-1.303457	-0.8053061
-0.1567559	-0.2519041	-1.303457	-0.8053061
-0.1567559	-0.2519041	-1.303457	-0.8053061
-0.1567559	-0.2519041	-1.303457	-0.8053061
-0.1567559	-0.2519041	-1.303457	-0.8053061
-0.1567559	-0.2519041	-1.303457	-0.8053061
-0.1567559	-0.2519041	-1.303457	-0.8053061
-0.1567559	-0.2519041	-1.303457	-0.8053061
-0.1567559	-0.2519041	-1.303457	-0.8053061
-0.1567559	-0.2519041	-1.303457	-0.8053061
-0.1567559	-0.2519041	-1.303457	-0.8053061
-0.1567559	-0.2519041	-1.303457	-0.8053061
-0.1567559	-0.2519041	-1.303457	-0.8053061
-0.1567302	-0.2519249	-1.303324	-0.8055105
-0.1567302	-0.2519249	-1.303324	-0.8055105
-0.1567046	-0.2519457	-1.303191	-0.8057147
-0.1567046	-0.2519457	-1.303191	-0.8057147
-0.1567046	-0.2519457	-1.303191	-0.8057147
-0.1567046	-0.2519457	-1.303191	-0.8057147
-0.1567046	-0.2519457	-1.303191	-0.8057147
-0.1567046	-0.2519457	-1.303191	-0.8057147
-0.1567046	-0.2519457	-1.303191	-0.8057147
-0.1567046	-0.2519457	-1.303191	-0.8057147
-0.1567046	-0.2519457	-1.303191	-0.8057147
-0.1567046	-0.2519457	-1.303191	-0.8057147
-0.1566789	-0.2519666	-1.303059	-0.8059192
-0.1566789	-0.2519666	-1.303059	-0.8059192
-0.1566789	-0.2519666	-1.303059	-0.8059192
-0.1566789	-0.2519666	-1.303059	-0.8059192
-0.1566789	-0.2519666	-1.303059	-0.8059192
-0.1566789	-0.2519666	-1.303059	-0.8059192
-0.1566789	-0.2519666	-1.303059	-0.8059192
-0.1566789	-0.2519666	-1.303059	-0.8059192
-0.1566789	-0.2519666	-1.303059	-0.8059192
-0.1566789	-0.2519666	-1.303059	-0.8059192
-0.1566532	-0.2519874	-1.302926	-0.8061234
-0.1566532	-0.2519874	-1.302926	-0.8061234
-0.1566532	-0.2519874	-1.302926	-0.8061234
-0.1566532	-0.2519874	-1.302926	-0.8061234
-0.1566532	-0.2519874	-1.302926	-0.8061234
-0.1566532	-0.2519874	-1.302926	-0.8061234
-0.1566532	-0.2519874	-1.302926	-0.8061234
-0.1566532	-0.2519874	-1.302926	-0.8061234
-0.1566532	-0.2519874	-1.302926	-0.8061234
-0.1566532	-0.2519874	-1.302926	-0.8061234
-0.1566532	-0.2519874	-1.302926	-0.8061234
-0.1566532	-0.2519874	-1.302926	-0.8061234
-0.1566532	-0.2519874	-1.302926	-0.8061234
-0.1566532	-0.2519874	-1.302926	-0.8061234
-0.1566532	-0.2519874	-1.302926	-0.8061234
-0.1566532	-0.2519874	-1.302926	-0.8061234
-0.1566276	-0.2520083	-1.302793	-0.8063278
-0.1566276	-0.2520083	-1.302793	-0.8063278
-0.1566276	-0.2520083	-1.302793	-0.8063278
-0.1566276	-0.2520083	-1.302793	-0.8063278
-0.1566276	-0.2520083	-1.302793	-0.8063278
-0.1566276	-0.2520083	-1.302793	-0.8063278
-0.1566276	-0.2520083	-1.302793	-0.8063278
-0.1566276	-0.2520083	-1.302793	-0.8063278
-0.1566276	-0.2520083	-1.302793	-0.8063278
-0.1566276	-0.2520083	-1.302793	-0.8063278
-0.1565762	-0.2520083	-1.302415	-0.8064175
-0.1565762	-0.2520083	-1.302415	-0.8064175
-0.1565762	-0.2520083	-1.302415	-0.8064175
-0.1565762	-0.2520083	-1.302415	-0.8064175
-0.1565505	-0.2519874	-1.302171	-0.8063025
-0.1565505	-0.2519874	-1.302171	-0.8063025
-0.1565505	-0.2519874	-1.302171	-0.8063025
-0.1565505	-0.2519874	-1.302171	-0.8063025
-0.1565505	-0.2519874	-1.302171	-0.8063025
-0.1565505	-0.2519874	-1.302171	-0.8063025
-0.1565505	-0.2519874	-1.302171	-0.8063025
-0.1565505	-0.2519874	-1.302171	-0.8063025
-0.1565249	-0.2520083	-1.302038	-0.8065073
-0.1565249	-0.2520083	-1.302038	-0.8065073
-0.1565249	-0.2520083	-1.302038	-0.8065073
-0.1565249	-0.2520083	-1.302038	-0.8065073
-0.1564992	-0.2520291	-1.301905	-0.8067114
-0.1564992	-0.2520291	-1.301905	-0.8067114
-0.1564735	-0.25205	-1.301773	-0.8069168
-0.1564735	-0.25205	-1.301773	-0.8069168
-0.1564735	-0.25205	-1.301773	-0.8069168
-0.1564735	-0.25205	-1.301773	-0.8069168
-0.1564735	-0.25205	-1.301773	-0.8069168
-0.1564735	-0.25205	-1.301773	-0.8069168
-0.1564735	-0.25205	-1.301773	-0.8069168
-0.1564735	-0.25205	-1.301773	-0.8069168
-0.1564735	-0.2520083	-1.301661	-0.8065969
-0.1564735	-0.2520083	-1.301661	-0.8065969
-0.1563965	-0.2519041	-1.300814	-0.8059325
-0.1563965	-0.2519041	-1.300814	-0.8059325
-0.1559086	-0.2514665	-1.296052	-0.8034287
-0.1559086	-0.2514665	-1.296052	-0.8034287
-0.1390443	-0.2378253	-1.13557	-0.7286148
-0.1390443	-0.2378253	-1.13557	-0.7286148
-0.1355582	-0.2350339	-1.102515	-0.7134702
-0.1355582	-0.2350339	-1.102515	-0.7134702
-0.1355582	-0.2350339	-1.102515	-0.7134702
-0.1355582	-0.2350339	-1.102515	-0.7134702
-0.1355841	-0.2350132	-1.102645	-0.7132569
-0.1355841	-0.2350132	-1.102645	-0.7132569
-0.1356099	-0.2349925	-1.102775	-0.7130436
-0.1356099	-0.2349925	-1.102775	-0.7130436
-0.1356357	-0.2349305	-1.102791	-0.7125052
-0.1356357	-0.2349305	-1.102791	-0.7125052
-0.1356616	-0.234662	-1.102236	-0.7103435
-0.1356616	-0.234662	-1.102236	-0.7103435
-0.1215038	-0.2224887	-0.9657826	-0.6425291
-0.1215038	-0.2224887	-0.9657826	-0.6425291
-0.1036535	-0.2084277	-0.7979432	-0.568827
-0.1036535	-0.2084277	-0.7979432	-0.568827
-0.0887139	-0.1967711	-0.6587576	-0.5108404
-0.0887139	-0.1967711	-0.6587576	-0.5108404
-0.07922854	-0.189419	-0.5713223	-0.4770014
-0.07922854	-0.189419	-0.5713223	-0.4770014
-0.07935929	-0.189601	-0.5727855	-0.4782036
-0.07935929	-0.189601	-0.5727855	-0.4782036
-0.07938544	-0.1897426	-0.5734223	-0.4794309
-0.07938544	-0.1897426	-0.5734223	-0.4794309
-0.0794116	-0.1899246	-0.5741919	-0.4810398
-0.0794116	-0.1899246	-0.5741919	-0.4810398
-0.07949004	-0.190228	-0.5757068	-0.4835893
-0.07949004	-0.190228	-0.5757068	-0.4835893
-0.07951619	-0.1902482	-0.5759463	-0.4836771
-0.07951619	-0.1902482	-0.5759463	-0.4836771
-0.07949004	-0.190228	-0.5757068	-0.4835893
-0.07949004	-0.190228	-0.5757068	-0.4835893
-0.07949004	-0.190228	-0.5757068	-0.4835893
-0.07949004	-0.190228	-0.5757068	-0.4835893
-0.07951619	-0.1902482	-0.5759463	-0.4836771
-0.07951619	-0.1902482	-0.5759463	-0.4836771
-0.07951619	-0.1902482	-0.5759463	-0.4836771
-0.07951619	-0.1902482	-0.5759463	-0.4836771
-0.07949004	-0.1902684	-0.5758396	-0.4839704
-0.07949004	-0.1902684	-0.5758396	-0.4839704
-0.07949004	-0.1902684	-0.5758396	-0.4839704
-0.07949004	-0.1902684	-0.5758396	-0.4839704
-0.07949004	-0.1902684	-0.5758396	-0.4839704
-0.07949004	-0.1902684	-0.5758396	-0.4839704
-0.07949004	-0.1902684	-0.5758396	-0.4839704
-0.07949004	-0.1902684	-0.5758396	-0.4839704
-0.07949004	-0.1902684	-0.5758396	-0.4839704
-0.07949004	-0.1902684	-0.5758396	-0.4839704
-0.07949004	-0.190228	-0.5757068	-0.4835893
-0.07949004	-0.190228	-0.5757068	-0.4835893
-0.07951619	-0.1902077	-0.5758135	-0.483296
-0.07951619	-0.1902077	-0.5758135	-0.483296
-0.07962079	-0.1900459	-0.5759765	-0.481367
-0.07962079	-0.1900459	-0.5759765	-0.481367
-0.07998688	-0.1893584	-0.5761741	-0.4735653
-0.07998688	-0.1893584	-0.5761741	-0.4735653
-0.08986259	-0.181487	-0.6224958	-0.3821423
-0.08986259	-0.181487	-0.6224958	-0.3821423
-0.1256244	-0.1537143	-0.8596216	-0.1882722
-0.1256244	-0.1537143	-0.8596216	-0.1882722
-0.1375986	-0.1439619	-0.9527402	-0.1354835
-0.1375986	-0.1439619	-0.9527402	-0.1354835
-0.1436614	-0.1143899	-0.9958128	0.01681182
-0.1436614	-0.1143899	-0.9958128	0.01681182
-0.1394573	-0.09113013	-0.9688477	0.1368791
-0.1394573	-0.09113013	-0.9688477	0.1368791
-0.1293009	-0.07419892	-0.8993248	0.2290394
-0.1293009	-0.07419892	-0.8993248	0.2290394
-0.09899117	-0.05154698	-0.6966855	0.3859042
-0.09899117	-0.05154698	-0.6966855	0.3859042
-0.08396005	-0.04035383	-0.6210384	0.5112477
-0.08396005	-0.04035383	-0.6210384	0.5112477
-0.06433216	-0.02574703	-0.3711643	0.5622838
-0.06433216	-0.02574703	-0.3711643	0.5622838
-0.05560053	0.003283936	-0.2505609	0.6603949
-0.05560053	0.003283936	-0.2505609	0.6603949
-0.05963971	0.03842084	-0.2841375	0.8410386
-0.05963971	0.03842084	-0.2841375	0.8410386
-0.05990193	0.05491825	-0.2840515	0.9218754
-0.05990193	0.05491825	-0.2840515	0.9218754
-0.05861698	0.07645775	-0.2691827	1.024575
-0.05861698	0.07645775	-0.2691827	1.024575
-0.05504959	0.1153435	-0.2337356	1.211368
-0.05504959	0.1153435	-0.234347	1.134566
-0.05326536	0.1373812	-0.2173473	1.238411
-0.05326536	0.1373812	-0.2180125	1.131546
-0.05321287	0.1571527	-0.2169576	1.222853
-0.05321287	0.1571527	-0.2175338	1.13146
-0.05801377	0.1893431	-0.2603393	1.281996
-0.05801377	0.1893431	-0.2617713	1.140026
-0.07004312	0.2385239	-0.3722091	1.367405
-0.07004312	0.2385239	-0.3774367	1.167712
-0.08364648	0.268741	-0.5114256	1.317412
-0.08364648	0.268741	-0.5187973	1.209078
-0.100815	0.3026484	-0.7006575	1.384985
-0.100815	0.3026484	-0.7173853	1.274931
-0.08377713	0.318566	-0.5164367	1.260644
-0.08377713	0.318566	-0.5202183	1.209524
-0.07624664	0.3240312	-0.4394722	1.202735
-0.07624664	0.3240312	-0.4403439	1.185308
-0.0671096	0.3304425	-0.3479669	1.180871
-0.0671096	0.3304425	-0.3485123	1.160162
-0.06344107	0.3329425	-0.3128608	1.159492
-0.06344107	0.3329425	-0.3130207	1.151437
-0.06320518	0.3325675	-0.3107869	1.1497
-0.06320518	0.3325675	-0.3107869	1.1497
-0.0632576	0.3322461	-0.3113089	1.148787
-0.0632576	0.3322461	-0.3113089	1.148787
-0.063808	0.3314425	-0.3166387	1.147464
-0.063808	0.3314425	-0.3166387	1.147464
-0.063808	0.3314068	-0.3166411	1.14735
-0.063808	0.3314068	-0.3166411	1.14735
-0.063808	0.3314068	-0.3166411	1.14735
-0.063808	0.3314068	-0.3166411	1.14735
-0.06386042	0.3314782	-0.3171397	1.147699
-0.06386042	0.3314782	-0.3171397	1.147699
-0.06396525	0.3315854	-0.3181398	1.148285
-0.06396525	0.3315854	-0.3181398	1.148285
-0.06396525	0.3315854	-0.3181398	1.148285
-0.06396525	0.3315854	-0.3181398	1.148285
-0.06393904	0.3315675	-0.3178892	1.148167
-0.06393904	0.3315675	-0.3178892	1.148167
-0.06391283	0.3315496	-0.3176385	1.148049
-0.06391283	0.3315496	-0.3176385	1.148049
-0.063808	0.3314425	-0.3166387	1.147464
-0.063808	0.3314425	-0.3166387	1.147464
-0.06370316	0.3311211	-0.3156536	1.146193
-0.06370316	0.3311211	-0.3156536	1.146193
-0.06724058	0.3282816	-0.350208	1.145658
-0.06724058	0.3282816	-0.350208	1.145658
-0.06642843	0.3272994	-0.3423409	1.140497
-0.06642843	0.3272994	-0.3423409	1.140497
-0.0812157	0.3092772	-0.4981726	1.128536
-0.0812157	0.3092772	-0.4981726	1.128536
-0.09716673	0.2981092	-0.6912485	1.15889
-0.09716673	0.2981092	-0.6912485	1.15889
-0.116756	0.2846114	-0.9785289	1.218808
-0.116756	0.2846114	-0.9785289	1.218808
-0.1301548	0.2530504	-1.219526	1.17314
-0.1301548	0.2530504	-1.219526	1.17314
-0.1276443	0.2262233	-1.143102	1.008508
-0.1276443	0.2262233	-1.143102	1.008508
-0.1254949	0.2039318	-1.080995	0.8793024
-0.1254949	0.2039318	-1.080995	0.8793024
-0.1220483	0.1814684	-1.0115	0.7596759
-0.1220483	0.1814684	-1.0115	0.7596759
-0.1081032	0.1281617	-0.8116096	0.5073102
-0.1081032	0.1281617	-0.8116096	0.5073102
-0.09406369	0.1148498	-0.6857361	0.4668759
-0.09406369	0.1148498	-0.6857361	0.4668759
-0.08777389	0.07317404	-0.5690185	0.2746485
-0.08777389	0.07317404	-0.5690185	0.2746485
-0.08155555	0.02100829	-0.4645949	0.07483742
-0.08155555	0.02100829	-0.4645949	0.07483742
-0.0753832	-0.005283157	-0.40554	-0.01354542
-0.0753832	-0.005283157	-0.40554	-0.01354542
-0.06579961	-0.04558222	-0.3546012	-0.1622485
-0.06579961	-0.04558222	-0.3546012	-0.1622485
-0.04888208	-0.09297478	-0.2034339	-0.352334
-0.04888208	-0.09297478	-0.2034339	-0.352334
-0.0224436	-0.1545902	0.05269666	-0.5126925
-0.0224436	-0.1545902	0.05269666	-0.5126925
-0.01723514	-0.190147	0.09862029	-0.6357509
-0.01723514	-0.190147	0.09862029	-0.6357509
-0.01226254	-0.2438765	0.1425613	-0.8190271
-0.01226254	-0.2438765	0.1425613	-0.8190271
-0.01089431	-0.3134956	0.1539085	-1.049495
-0.01089431	-0.3134956	0.1539085	-1.049495
-0.01297296	-0.3462639	0.1352241	-1.155182
-0.01297296	-0.3462639	0.1352846	-1.119199
-0.01644589	-0.3780495	0.1046621	-1.219573
-0.01644589	-0.3780495	0.1047371	-1.115993
-0.02310115	-0.4142099	0.0467691	-1.225024
-0.02310115	-0.4142099	0.04677637	-1.112095
-0.03427605	-0.479591	-0.04992343	-1.306523
-0.03427605	-0.479591	-0.04993728	-1.112231
-0.03627356	-0.4998802	-0.06726941	-1.168532
-0.03627356	-0.4998802	-0.06728078	-1.113139
-0.03869121	-0.5246432	-0.08830813	-1.180475
-0.03869121	-0.5246432	-0.08833822	-1.114596
-0.04457572	-0.5648623	-0.1398467	-1.223245
-0.04457572	-0.5648623	-0.1400237	-1.119764
-0.04570499	-0.5872264	-0.1499092	-1.175907
-0.04570499	-0.5872264	-0.1500316	-1.121018
-0.05040464	-0.6043958	-0.1918783	-1.168024
-0.05040464	-0.6043958	-0.1920699	-1.127128
-0.04410296	-0.6174506	-0.1357909	-1.149995
-0.04410296	-0.6174506	-0.1358436	-1.119265
-0.03666777	-0.6427387	-0.07069488	-1.172365
-0.03666777	-0.6427387	-0.07070887	-1.113349
-0.04076688	-0.6506647	-0.1064752	-1.134129
-0.04076688	-0.6506647	-0.1064904	-1.116156
-0.03795545	-0.6591789	-0.08191356	-1.133296
-0.03795545	-0.6591789	-0.081921	-1.114111
-0.02581006	-0.679536	0.02331764	-1.156942
-0.02581006	-0.679536	0.02331803	-1.111356
-0.02546818	-0.6799053	0.02627626	-1.11223
-0.02546818	-0.6799053	0.02627627	-1.111423
-0.02557337	-0.6797917	0.02536599	-1.111151
-0.02557337	-0.6797917	0.02536599	-1.111151
-0.02620453	-0.6791102	0.01990539	-1.109545
-0.02620453	-0.6791102	0.01990539	-1.109545
-0.02812416	-0.6768703	0.00330436	-1.104443
-0.02812416	-0.6768703	0.00330436	-1.104443
-0.03403948	-0.6698982	-0.04788771	-1.090205
-0.03403948	-0.6698982	-0.04788771	-1.090205
-0.0501684	-0.6521574	-0.1902531	-1.066802
-0.0501684	-0.6521574	-0.1902531	-1.066802
-0.07017406	-0.6241161	-0.3834471	-1.052302
-0.07017406	-0.6241161	-0.3834471	-1.052302
-0.0796731	-0.6116506	-0.4870031	-1.058269
-0.0796731	-0.6116506	-0.4870031	-1.058269
-0.07373451	-0.5988991	-0.4239943	-1.011992
-0.07373451	-0.5988991	-0.4239943	-1.011992
-0.05552182	-0.5807194	-0.2414358	-0.9235222
-0.05552182	-0.5807194	-0.2414358	-0.9235222
-0.03054313	-0.5487802	-0.01761494	-0.8236075
-0.03054313	-0.5487802	-0.01761494	-0.8236075
-0.02920222	-0.5156221	-0.006017151	-0.7506903
-0.02920222	-0.5156221	-0.006017151	-0.7506903
-0.02638861	-0.4843462	0.01831713	-0.6822944
-0.02638861	-0.4843462	0.01831713	-0.6822944
-0.02357458	-0.4473847	0.04274885	-0.6024643
-0.02357458	-0.4473847	0.04274885	-0.6024643
-0.02123365	-0.3902281	0.0634295	-0.479689
-0.02123365	-0.3902281	0.0634295	-0.479689
-0.02031299	-0.3580507	0.07191832	-0.4111013
-0.02031299	-0.3580507	0.07191832	-0.4111013
-0.01865573	-0.3212456	0.08806192	-0.3352009
-0.01865573	-0.3212456	0.08806192	-0.3352009
-0.01747191	-0.2437105	0.1122162	-0.1812313
-0.01747191	-0.2437105	0.1122162	-0.1812313
-0.02270662	-0.2288855	0.05424567	-0.1314958
-0.02270662	-0.2288855	0.05424567	-0.1314958
-0.03262001	-0.2131042	-0.0384302	-0.09392869
-0.03262001	-0.2131042	-0.0384302	-0.09392869
-0.05549559	-0.1952906	-0.238214	-0.04884572
-0.05549559	-0.1952906	-0.238214	-0.04884572
-0.08040523	-0.1760942	-0.4487728	-0.005733
